return_id,order_id,return_date,return_reason,return_amount,refund_method,return_status
RET00696,ORD0007708,06/08/2022,Defective Product,1256,InstaPay,Refunded
RET00697,ORD0007713,29/03/2023,Duplicate Order,378,Credit Card,Refunded
RET00698,ORD0007718,31/12/2024,Defective Product,747,Fawry,Refunded
RET00699,ORD0007725,28/06/2022,Quality Issue,700,Vodafone Cash,Refunded
RET00700,ORD0007739,17/12/2023,Changed Mind,2890,Fawry,Refunded
RET00701,ORD0007774,24/08/2022,Defective Product,248,Cash,Refunded
RET00702,ORD0007825,05/07/2022,Defective Product,670,Vodafone Cash,Refunded
RET00703,ORD0007857,26/03/2023,Quality Issue,1140,InstaPay,Pending
RET00704,ORD0007879,17/10/2023,Duplicate Order,3260,Fawry,Refunded
RET00705,ORD0007884,07/05/2023,Size Issue,437,Fawry,Refunded
RET00706,ORD0007887,01/02/2022,Size Issue,8800,Credit Card,Refunded
RET00707,ORD0007889,28/08/2024,Size Issue,270,Fawry,Refunded
RET00708,ORD0007892,29/12/2022,Wrong Item Delivered,597.5,Vodafone Cash,Refunded
RET00709,ORD0007894,06/03/2024,Duplicate Order,3690,Debit Card,Refunded
RET00710,ORD0007895,26/04/2022,Changed Mind,756,InstaPay,Refunded
RET00711,ORD0007899,03/08/2023,Duplicate Order,300,Credit Card,Pending
RET00712,ORD0007902,01/02/2024,Defective Product,55146,Credit Card,Rejected
RET00713,ORD0007903,02/09/2023,Defective Product,1590,Vodafone Cash,Refunded
RET00714,ORD0007907,07/10/2023,Wrong Item Delivered,20105.5,Fawry,Pending
RET00715,ORD0007920,19/01/2023,Size Issue,796,Credit Card,Refunded
RET00716,ORD0007921,28/04/2023,Wrong Item Delivered,1098,InstaPay,Rejected
RET00717,ORD0007924,01/08/2023,Duplicate Order,330,Debit Card,Refunded
RET00718,ORD0007954,23/09/2022,Size Issue,632.5,Credit Card,Refunded
RET00719,ORD0007980,16/12/2024,Quality Issue,2013.5,Credit Card,Refunded
RET00720,ORD0007986,23/02/2022,Duplicate Order,6644,InstaPay,Refunded
RET00721,ORD0007998,06/03/2024,Size Issue,1767.5,Vodafone Cash,Refunded
RET00722,ORD0008000,15/07/2024,Defective Product,24768,InstaPay,Rejected
RET00723,ORD0008029,19/06/2023,Wrong Item Delivered,1386,Debit Card,Refunded
RET00724,ORD0008043,17/09/2024,Quality Issue,766.5,InstaPay,Refunded
RET00725,ORD0008075,15/07/2023,Duplicate Order,20701.5,Debit Card,Refunded
RET00726,ORD0008099,21/01/2024,Duplicate Order,963,Credit Card,Refunded
RET00727,ORD0008140,19/01/2024,Size Issue,2310,InstaPay,Refunded
RET00728,ORD0008143,22/03/2024,Wrong Item Delivered,12650,Debit Card,Refunded
RET00729,ORD0008162,26/07/2024,Duplicate Order,119,Vodafone Cash,Refunded
RET00730,ORD0008169,15/12/2023,Duplicate Order,792.5,InstaPay,Refunded
RET00731,ORD0008175,19/11/2023,Quality Issue,497.5,InstaPay,Refunded
RET00732,ORD0008183,30/12/2024,Duplicate Order,540,Fawry,Refunded
RET00733,ORD0008201,01/05/2022,Quality Issue,766,Debit Card,Refunded
RET00734,ORD0008206,02/04/2022,Defective Product,2098,InstaPay,Refunded
RET00735,ORD0008212,11/04/2024,Changed Mind,333,Debit Card,Pending
RET00736,ORD0008222,20/12/2024,Wrong Item Delivered,506,InstaPay,Refunded
RET00737,ORD0008230,25/10/2023,Quality Issue,216,Fawry,Refunded
RET00738,ORD0008234,19/06/2023,Quality Issue,2976,InstaPay,Refunded
RET00739,ORD0008242,02/04/2024,Defective Product,280,Credit Card,Refunded
RET00740,ORD0008257,15/04/2023,Size Issue,492,Debit Card,Refunded
RET00741,ORD0008265,22/01/2022,Duplicate Order,476,InstaPay,Refunded
RET00742,ORD0008273,19/11/2022,Quality Issue,2712,Cash,Refunded
RET00743,ORD0008276,01/01/2024,Duplicate Order,960,Fawry,Refunded
RET00744,ORD0008279,24/08/2024,Changed Mind,238,Cash,Refunded
RET00745,ORD0008300,09/05/2023,Duplicate Order,5206,Vodafone Cash,Refunded
RET00746,ORD0008316,17/02/2022,Defective Product,8000,Debit Card,Rejected
RET00747,ORD0008328,26/04/2024,Defective Product,915,Cash,Rejected
RET00748,ORD0008333,22/10/2022,Defective Product,1044,Fawry,Rejected
RET00749,ORD0008340,23/07/2024,Changed Mind,285,Debit Card,Pending
RET00750,ORD0008348,20/01/2024,Defective Product,171,Fawry,Refunded
RET00751,ORD0008394,17/01/2024,Quality Issue,2281,Debit Card,Refunded
RET00752,ORD0008402,14/01/2024,Size Issue,749,Debit Card,Refunded
RET00753,ORD0008422,06/04/2024,Defective Product,1192,Credit Card,Refunded
RET00754,ORD0008424,24/02/2022,Changed Mind,804,Debit Card,Pending
RET00755,ORD0008432,23/09/2024,Duplicate Order,16783,Credit Card,Refunded
RET00756,ORD0008437,29/03/2024,Duplicate Order,11448,Fawry,Refunded
RET00757,ORD0008456,02/03/2023,Changed Mind,144,Cash,Refunded
RET00758,ORD0008459,29/09/2022,Duplicate Order,2120,Credit Card,Refunded
RET00759,ORD0008477,05/02/2022,Size Issue,350,Fawry,Refunded
RET00760,ORD0008481,20/07/2022,Defective Product,502,Debit Card,Refunded
RET00761,ORD0008488,17/11/2024,Changed Mind,430,Credit Card,Refunded
RET00762,ORD0008493,02/11/2023,Size Issue,1728,Credit Card,Refunded
RET00763,ORD0008506,25/07/2023,Defective Product,432,Credit Card,Pending
RET00764,ORD0008513,13/10/2023,Duplicate Order,11463.5,Credit Card,Refunded
RET00765,ORD0008521,30/10/2022,Duplicate Order,142.5,Vodafone Cash,Pending
RET00766,ORD0008525,05/03/2024,Size Issue,29600,Credit Card,Refunded
RET00767,ORD0008534,12/07/2023,Duplicate Order,76.5,Cash,Refunded
RET00768,ORD0008556,14/06/2023,Changed Mind,512,InstaPay,Refunded
RET00769,ORD0008560,27/05/2024,Size Issue,1185,Cash,Refunded
RET00770,ORD0008571,28/06/2024,Defective Product,136,Credit Card,Pending
RET00771,ORD0008575,05/05/2022,Size Issue,1404,Credit Card,Pending
RET00772,ORD0008594,26/05/2022,Quality Issue,700,Debit Card,Refunded
RET00773,ORD0008639,17/01/2022,Changed Mind,2438.5,Fawry,Refunded
RET00774,ORD0008642,15/10/2024,Wrong Item Delivered,432,Cash,Pending
RET00775,ORD0008645,23/07/2023,Wrong Item Delivered,336,Vodafone Cash,Refunded
RET00776,ORD0008658,22/03/2023,Quality Issue,921.5,InstaPay,Refunded
RET00777,ORD0008675,05/03/2024,Wrong Item Delivered,920,Debit Card,Refunded
RET00778,ORD0008681,30/03/2023,Changed Mind,800.5,Cash,Refunded
RET00779,ORD0008691,13/04/2024,Changed Mind,800,Vodafone Cash,Refunded
RET00780,ORD0008695,12/01/2022,Wrong Item Delivered,669,Fawry,Refunded
RET00781,ORD0008700,18/06/2024,Wrong Item Delivered,1333,Fawry,Refunded
RET00782,ORD0008712,25/08/2022,Wrong Item Delivered,666,Vodafone Cash,Refunded
RET00783,ORD0008718,23/02/2023,Defective Product,2260,Cash,Refunded
RET00784,ORD0008767,06/03/2022,Changed Mind,1572,Vodafone Cash,Refunded
RET00785,ORD0008773,13/02/2024,Quality Issue,680,Credit Card,Refunded
RET00786,ORD0008786,21/02/2024,Quality Issue,520,InstaPay,Refunded
RET00787,ORD0008809,26/08/2023,Duplicate Order,1906,Credit Card,Refunded
RET00788,ORD0008819,12/07/2023,Quality Issue,15000,Fawry,Pending
RET00789,ORD0008839,17/03/2024,Defective Product,841.5,Fawry,Refunded
RET00790,ORD0008869,13/05/2023,Changed Mind,32213,Credit Card,Refunded
RET00791,ORD0008881,08/12/2023,Defective Product,1181,Credit Card,Pending
RET00792,ORD0008888,23/10/2024,Changed Mind,30010,InstaPay,Refunded
RET00793,ORD0008890,22/05/2022,Defective Product,1658.5,Vodafone Cash,Refunded
RET00794,ORD0008894,27/04/2022,Wrong Item Delivered,3025,Fawry,Refunded
RET00795,ORD0008895,22/12/2022,Duplicate Order,2175,Credit Card,Rejected
RET00796,ORD0008901,16/11/2024,Wrong Item Delivered,152,InstaPay,Refunded
RET00797,ORD0008923,04/09/2022,Size Issue,1795.5,Fawry,Refunded
RET00798,ORD0008935,12/11/2022,Duplicate Order,48136,Vodafone Cash,Pending
RET00799,ORD0008944,13/05/2024,Duplicate Order,1562,Vodafone Cash,Refunded
RET00800,ORD0008947,15/08/2024,Quality Issue,480,Cash,Pending
RET00801,ORD0008978,14/02/2024,Changed Mind,540,Cash,Pending
RET00802,ORD0008993,07/01/2024,Defective Product,9938,Fawry,Refunded
RET00803,ORD0008999,10/10/2024,Changed Mind,729,Debit Card,Refunded
RET00804,ORD0009006,07/03/2022,Wrong Item Delivered,160,InstaPay,Pending
RET00805,ORD0009022,10/04/2022,Defective Product,2800,Fawry,Pending
RET00806,ORD0009035,01/12/2024,Defective Product,620,Vodafone Cash,Refunded
RET00807,ORD0009048,10/01/2022,Changed Mind,1696,InstaPay,Refunded
RET00808,ORD0009066,09/05/2022,Defective Product,1744,Cash,Pending
RET00809,ORD0009069,03/07/2023,Duplicate Order,350,Cash,Refunded
RET00810,ORD0009072,17/03/2023,Duplicate Order,19700,Debit Card,Refunded
RET00811,ORD0009083,14/03/2022,Duplicate Order,912,Fawry,Refunded
RET00812,ORD0009098,05/03/2023,Duplicate Order,280,InstaPay,Refunded
RET00813,ORD0009109,06/05/2024,Wrong Item Delivered,703,InstaPay,Refunded
RET00814,ORD0009114,25/12/2022,Changed Mind,2500,Credit Card,Pending
RET00815,ORD0009127,07/09/2024,Wrong Item Delivered,10094,Cash,Refunded
RET00816,ORD0009130,19/12/2024,Duplicate Order,2620,Debit Card,Pending
RET00817,ORD0009167,17/04/2022,Duplicate Order,208,Fawry,Pending
RET00818,ORD0009176,07/03/2023,Duplicate Order,1489.5,Cash,Refunded
RET00819,ORD0009219,26/05/2023,Defective Product,844.5,Fawry,Refunded
RET00820,ORD0009223,25/03/2022,Size Issue,3740,Debit Card,Refunded
RET00821,ORD0009230,18/11/2022,Size Issue,890,Vodafone Cash,Rejected
RET00822,ORD0009249,13/07/2024,Quality Issue,600,Debit Card,Refunded
RET00823,ORD0009280,13/11/2024,Defective Product,1660,Fawry,Refunded
RET00824,ORD0009303,24/05/2024,Duplicate Order,150,Vodafone Cash,Pending
RET00825,ORD0009308,13/02/2024,Wrong Item Delivered,541.5,InstaPay,Refunded
RET00826,ORD0009329,13/10/2022,Duplicate Order,580,Vodafone Cash,Refunded
RET00827,ORD0009338,21/10/2023,Defective Product,10964,Fawry,Refunded
RET00828,ORD0009363,09/07/2022,Defective Product,2916,Fawry,Refunded
RET00829,ORD0009375,14/11/2023,Quality Issue,18488.5,Credit Card,Rejected
RET00830,ORD0009390,16/07/2024,Size Issue,2413,InstaPay,Refunded
RET00831,ORD0009400,29/07/2024,Wrong Item Delivered,1449.5,Vodafone Cash,Pending
RET00832,ORD0009401,10/11/2024,Changed Mind,1870,Vodafone Cash,Refunded
RET00833,ORD0009410,11/02/2024,Defective Product,3693,Fawry,Refunded
RET00834,ORD0009412,06/11/2022,Quality Issue,978,Vodafone Cash,Refunded
RET00835,ORD0009421,17/01/2022,Size Issue,190,Cash,Pending
RET00836,ORD0009426,26/11/2024,Changed Mind,1630.5,Debit Card,Refunded
RET00837,ORD0009429,14/12/2022,Defective Product,63240,Debit Card,Refunded
RET00838,ORD0009479,11/06/2024,Wrong Item Delivered,1584,Credit Card,Rejected
RET00839,ORD0009484,21/11/2023,Duplicate Order,420,Cash,Refunded
RET00840,ORD0009511,07/06/2024,Duplicate Order,420,InstaPay,Refunded
RET00841,ORD0009516,01/10/2023,Changed Mind,603,Credit Card,Refunded
RET00842,ORD0009517,03/12/2024,Wrong Item Delivered,17830,Credit Card,Refunded
RET00843,ORD0009532,14/04/2024,Size Issue,1699,InstaPay,Refunded
RET00844,ORD0009535,05/09/2024,Duplicate Order,838,Cash,Pending
RET00845,ORD0009542,16/07/2023,Quality Issue,510,Vodafone Cash,Refunded
RET00846,ORD0009544,21/05/2022,Size Issue,1222.5,Fawry,Rejected
RET00847,ORD0009563,14/05/2022,Changed Mind,12370,InstaPay,Pending
RET00848,ORD0009570,01/09/2024,Changed Mind,5414.5,Cash,Refunded
RET00849,ORD0009575,26/03/2024,Changed Mind,2090,Fawry,Rejected
RET00850,ORD0009591,06/05/2023,Quality Issue,15402.5,Cash,Refunded
RET00851,ORD0009592,02/02/2024,Defective Product,2131,Credit Card,Refunded
RET00852,ORD0009616,22/04/2022,Defective Product,4250,Cash,Refunded
RET00853,ORD0009617,12/02/2023,Duplicate Order,980,Vodafone Cash,Refunded
RET00854,ORD0009621,11/09/2023,Defective Product,8010,Vodafone Cash,Rejected
RET00855,ORD0009627,03/08/2023,Wrong Item Delivered,774,Fawry,Refunded
RET00856,ORD0009640,11/08/2024,Changed Mind,4425,Vodafone Cash,Refunded
RET00857,ORD0009671,17/01/2023,Duplicate Order,25080,InstaPay,Refunded
RET00858,ORD0009681,06/04/2023,Duplicate Order,2127,Credit Card,Refunded
RET00859,ORD0009708,06/05/2023,Size Issue,756,Credit Card,Refunded
RET00860,ORD0009714,13/07/2023,Duplicate Order,613,InstaPay,Refunded
RET00861,ORD0009715,08/05/2022,Duplicate Order,1079,Cash,Refunded
RET00862,ORD0009716,05/06/2024,Wrong Item Delivered,477,Credit Card,Refunded
RET00863,ORD0009719,28/03/2024,Defective Product,504,Fawry,Refunded
RET00864,ORD0009760,02/10/2024,Duplicate Order,28377.5,Cash,Refunded
RET00865,ORD0009769,27/07/2024,Wrong Item Delivered,10640,Cash,Refunded
RET00866,ORD0009777,10/06/2022,Duplicate Order,20400,Cash,Refunded
RET00867,ORD0009788,29/12/2022,Wrong Item Delivered,12100,Debit Card,Refunded
RET00868,ORD0009794,23/08/2024,Wrong Item Delivered,480,Vodafone Cash,Refunded
RET00869,ORD0009832,18/08/2022,Defective Product,405,Vodafone Cash,Refunded
RET00870,ORD0009833,30/07/2022,Changed Mind,3300,Cash,Refunded
RET00871,ORD0009834,03/09/2024,Changed Mind,1687.5,Cash,Pending
RET00872,ORD0009845,29/02/2024,Size Issue,976,InstaPay,Refunded
RET00873,ORD0009885,24/05/2024,Defective Product,620.5,Fawry,Refunded
RET00874,ORD0009888,07/05/2022,Size Issue,1425,Debit Card,Refunded
RET00875,ORD0009894,17/03/2024,Wrong Item Delivered,980,Vodafone Cash,Refunded
RET00876,ORD0009895,14/01/2024,Wrong Item Delivered,270,Debit Card,Refunded
RET00877,ORD0009896,03/06/2022,Size Issue,144,Fawry,Refunded
RET00878,ORD0009905,31/05/2023,Defective Product,468,Credit Card,Refunded
RET00879,ORD0009935,14/04/2022,Changed Mind,646,Fawry,Refunded
RET00880,ORD0009939,27/03/2022,Quality Issue,520,Fawry,Refunded
RET00881,ORD0009957,15/07/2023,Size Issue,1964.5,Fawry,Refunded
RET00882,ORD0009960,13/08/2023,Size Issue,1045,InstaPay,Refunded
RET00883,ORD0009964,10/01/2024,Duplicate Order,2044,Debit Card,Rejected
RET00884,ORD0009971,12/03/2022,Wrong Item Delivered,3806,Credit Card,Pending
RET00885,ORD0009986,14/05/2023,Wrong Item Delivered,3326.5,Credit Card,Rejected
RET00886,ORD0009991,04/04/2022,Quality Issue,4043,Credit Card,Refunded
RET00887,ORD0009992,20/07/2023,Changed Mind,12440,InstaPay,Refunded
RET00888,ORD0009995,11/10/2024,Duplicate Order,456,Vodafone Cash,Pending
RET00889,ORD0010006,06/01/2024,Quality Issue,3476,Fawry,Rejected
RET00890,ORD0010012,20/04/2024,Changed Mind,1607,Debit Card,Refunded
RET00891,ORD0010013,04/03/2022,Quality Issue,190,Vodafone Cash,Refunded
RET00892,ORD0010019,30/06/2022,Duplicate Order,775,Debit Card,Refunded
RET00893,ORD0010035,13/07/2022,Changed Mind,600,Credit Card,Refunded
RET00894,ORD0010036,13/05/2024,Changed Mind,900,Debit Card,Refunded
RET00895,ORD0010049,25/11/2024,Size Issue,1608,Credit Card,Pending
RET00896,ORD0010055,22/04/2023,Duplicate Order,1000,Vodafone Cash,Refunded
RET00897,ORD0010060,18/06/2023,Defective Product,150,Vodafone Cash,Pending
RET00898,ORD0010069,27/05/2023,Quality Issue,28620,InstaPay,Refunded
RET00899,ORD0010079,02/11/2023,Wrong Item Delivered,1400,Vodafone Cash,Refunded
RET00900,ORD0010082,04/03/2022,Wrong Item Delivered,468,Credit Card,Refunded
RET00901,ORD0010084,24/07/2024,Quality Issue,1890,Debit Card,Rejected
RET00902,ORD0010093,14/07/2024,Wrong Item Delivered,9044.5,Credit Card,Refunded
RET00903,ORD0010101,16/04/2023,Size Issue,1081,Cash,Refunded
RET00904,ORD0010112,23/11/2022,Quality Issue,17160,Credit Card,Refunded
RET00905,ORD0010132,16/04/2024,Defective Product,517,Cash,Refunded
RET00906,ORD0010141,21/08/2024,Size Issue,747,Vodafone Cash,Rejected
RET00907,ORD0010158,01/08/2024,Changed Mind,207,Cash,Refunded
RET00908,ORD0010164,26/05/2024,Size Issue,1478,InstaPay,Refunded
RET00909,ORD0010175,21/06/2022,Wrong Item Delivered,135,Fawry,Rejected
RET00910,ORD0010180,18/05/2022,Duplicate Order,345,InstaPay,Refunded
RET00911,ORD0010199,20/07/2022,Quality Issue,2070,Cash,Rejected
RET00912,ORD0010225,05/11/2022,Quality Issue,130,InstaPay,Refunded
RET00913,ORD0010227,26/04/2022,Changed Mind,1080,Cash,Pending
RET00914,ORD0010229,03/02/2022,Changed Mind,4928,Debit Card,Pending
RET00915,ORD0010231,25/07/2023,Wrong Item Delivered,1265,Fawry,Refunded
RET00916,ORD0010241,15/06/2022,Size Issue,21435,Vodafone Cash,Refunded
RET00917,ORD0010243,04/02/2024,Defective Product,126,InstaPay,Refunded
RET00918,ORD0010253,23/07/2022,Defective Product,720,Fawry,Refunded
RET00919,ORD0010254,01/05/2024,Size Issue,10212,Fawry,Refunded
RET00920,ORD0010255,06/08/2024,Changed Mind,153,Debit Card,Refunded
RET00921,ORD0010262,30/08/2023,Wrong Item Delivered,571.5,Fawry,Rejected
RET00922,ORD0010273,13/08/2024,Duplicate Order,7983,Debit Card,Rejected
RET00923,ORD0010280,24/09/2022,Size Issue,873,Fawry,Refunded
RET00924,ORD0010283,02/07/2024,Wrong Item Delivered,720,Credit Card,Refunded
RET00925,ORD0010299,12/02/2024,Quality Issue,220,InstaPay,Rejected
RET00926,ORD0010300,26/08/2024,Size Issue,351.5,Credit Card,Refunded
RET00927,ORD0010311,15/10/2022,Quality Issue,360,Fawry,Refunded
RET00928,ORD0010315,08/09/2024,Wrong Item Delivered,926,Fawry,Refunded
RET00929,ORD0010342,23/11/2023,Changed Mind,224,Fawry,Refunded
RET00930,ORD0010357,01/04/2023,Wrong Item Delivered,190,Vodafone Cash,Refunded
RET00931,ORD0010411,14/12/2023,Wrong Item Delivered,130,Debit Card,Refunded
RET00932,ORD0010422,25/11/2024,Size Issue,540,Fawry,Refunded
RET00933,ORD0010437,19/02/2022,Quality Issue,190,Fawry,Refunded
RET00934,ORD0010492,25/02/2023,Changed Mind,330,InstaPay,Refunded
RET00935,ORD0010500,17/11/2022,Duplicate Order,300,Fawry,Refunded
RET00936,ORD0010508,11/01/2024,Defective Product,1025,Vodafone Cash,Refunded
RET00937,ORD0010511,17/12/2022,Size Issue,13520,Credit Card,Refunded
RET00938,ORD0010533,01/07/2024,Defective Product,11132.5,Credit Card,Refunded
RET00939,ORD0010541,14/04/2024,Changed Mind,1212,Vodafone Cash,Pending
RET00940,ORD0010544,24/03/2024,Quality Issue,2193,Debit Card,Refunded
RET00941,ORD0010572,10/09/2024,Changed Mind,747.5,Debit Card,Refunded
RET00942,ORD0010577,27/02/2024,Defective Product,405,Fawry,Refunded
RET00943,ORD0010597,24/04/2024,Changed Mind,430,Vodafone Cash,Refunded
RET00944,ORD0010598,17/09/2022,Defective Product,597.5,Debit Card,Refunded
RET00945,ORD0010601,11/12/2022,Wrong Item Delivered,280,Vodafone Cash,Refunded
RET00946,ORD0010606,03/11/2024,Wrong Item Delivered,135,Fawry,Refunded
RET00947,ORD0010616,11/06/2024,Defective Product,423,InstaPay,Refunded
RET00948,ORD0010625,13/07/2024,Defective Product,126,Cash,Rejected
RET00949,ORD0010634,19/11/2022,Changed Mind,238,Debit Card,Refunded
RET00950,ORD0010641,08/02/2022,Quality Issue,8214,Cash,Rejected
RET00951,ORD0010644,01/06/2023,Defective Product,6147,Debit Card,Refunded
RET00952,ORD0010659,01/10/2024,Changed Mind,1372,Cash,Refunded
RET00953,ORD0010670,28/03/2022,Changed Mind,756,Debit Card,Refunded
RET00954,ORD0010677,20/05/2024,Quality Issue,5920,Fawry,Refunded
RET00955,ORD0010684,19/01/2024,Wrong Item Delivered,669,Credit Card,Pending
RET00956,ORD0010693,27/01/2024,Quality Issue,368.5,Credit Card,Refunded
RET00957,ORD0010711,25/07/2022,Quality Issue,29116,Vodafone Cash,Refunded
RET00958,ORD0010713,31/07/2023,Quality Issue,468,Cash,Refunded
RET00959,ORD0010760,28/06/2023,Size Issue,1528,Vodafone Cash,Refunded
RET00960,ORD0010785,18/05/2022,Changed Mind,11937.5,Debit Card,Refunded
RET00961,ORD0010803,06/11/2022,Changed Mind,250,Credit Card,Refunded
RET00962,ORD0010804,13/04/2023,Duplicate Order,600,Credit Card,Rejected
RET00963,ORD0010832,28/01/2022,Defective Product,600,Cash,Refunded
RET00964,ORD0010840,22/11/2022,Changed Mind,495,Fawry,Refunded
RET00965,ORD0010849,07/08/2024,Wrong Item Delivered,480,Vodafone Cash,Refunded
RET00966,ORD0010861,29/04/2024,Size Issue,1031,Debit Card,Refunded
RET00967,ORD0010877,09/11/2023,Defective Product,275,Debit Card,Refunded
RET00968,ORD0010880,18/08/2022,Size Issue,666,InstaPay,Refunded
RET00969,ORD0010890,07/09/2024,Quality Issue,976,Vodafone Cash,Refunded
RET00970,ORD0010904,23/08/2023,Defective Product,494,InstaPay,Refunded
RET00971,ORD0010918,01/04/2024,Size Issue,900,Fawry,Refunded
RET00972,ORD0010930,12/04/2022,Quality Issue,1734,Vodafone Cash,Refunded
RET00973,ORD0010935,06/09/2024,Changed Mind,29460,Vodafone Cash,Refunded
RET00974,ORD0010945,25/11/2023,Defective Product,240,Debit Card,Refunded
RET00975,ORD0010970,24/05/2023,Duplicate Order,3200,Fawry,Pending
RET00976,ORD0010993,06/09/2022,Size Issue,560,Debit Card,Refunded
RET00977,ORD0011000,08/02/2023,Defective Product,639,Credit Card,Rejected
RET00978,ORD0011013,07/02/2024,Wrong Item Delivered,40440,Cash,Refunded
RET00979,ORD0011017,15/02/2023,Changed Mind,600,Debit Card,Refunded
RET00980,ORD0011027,08/11/2023,Defective Product,361,Cash,Pending
RET00981,ORD0011056,11/01/2023,Quality Issue,325,InstaPay,Refunded
RET00982,ORD0011063,02/02/2024,Changed Mind,783,Fawry,Refunded
RET00983,ORD0011079,04/06/2023,Defective Product,963.5,Fawry,Pending
RET00984,ORD0011086,26/12/2024,Changed Mind,2547.5,Credit Card,Refunded
RET00985,ORD0011089,05/10/2024,Duplicate Order,11326.5,InstaPay,Refunded
RET00986,ORD0011106,07/11/2022,Changed Mind,18575,Fawry,Refunded
RET00987,ORD0011122,08/06/2022,Size Issue,1092,Fawry,Refunded
RET00988,ORD0011125,05/02/2023,Quality Issue,247.5,Cash,Refunded
RET00989,ORD0011127,01/11/2022,Wrong Item Delivered,674,Credit Card,Refunded
RET00990,ORD0011130,26/09/2024,Wrong Item Delivered,22820,Credit Card,Refunded
RET00991,ORD0011132,29/05/2022,Wrong Item Delivered,1099,Fawry,Refunded
RET00992,ORD0011144,11/06/2024,Changed Mind,2409,Fawry,Pending
RET00993,ORD0011197,04/07/2024,Duplicate Order,11626,Credit Card,Refunded
RET00994,ORD0011199,20/10/2024,Size Issue,608,Debit Card,Refunded
RET00995,ORD0011205,04/04/2023,Quality Issue,168,Credit Card,Refunded
RET00996,ORD0011225,18/06/2024,Defective Product,380,Credit Card,Refunded
RET00997,ORD0011226,05/10/2022,Wrong Item Delivered,25326,InstaPay,Refunded
RET00998,ORD0011231,27/10/2023,Wrong Item Delivered,30000,InstaPay,Refunded
RET00999,ORD0011269,21/07/2024,Duplicate Order,33133.5,Vodafone Cash,Refunded
RET01000,ORD0011298,10/12/2023,Quality Issue,28750,Credit Card,Refunded
RET01001,ORD0011304,28/04/2024,Quality Issue,85,Fawry,Pending
RET01002,ORD0011338,20/07/2022,Quality Issue,7000,Vodafone Cash,Refunded
RET01003,ORD0011406,16/10/2023,Size Issue,210,InstaPay,Refunded
RET01004,ORD0011420,07/09/2024,Duplicate Order,1225.5,Fawry,Refunded
RET01005,ORD0011429,07/09/2022,Wrong Item Delivered,2006.5,Credit Card,Refunded
RET01006,ORD0011457,10/12/2024,Wrong Item Delivered,740.5,Credit Card,Pending
RET01007,ORD0011462,08/02/2023,Changed Mind,298,Credit Card,Rejected
RET01008,ORD0011480,01/11/2023,Wrong Item Delivered,534.5,Fawry,Rejected
RET01009,ORD0011481,07/04/2022,Size Issue,770,Debit Card,Refunded
RET01010,ORD0011494,04/11/2022,Duplicate Order,540,Credit Card,Rejected
RET01011,ORD0011504,05/01/2024,Duplicate Order,1987.5,Credit Card,Refunded
RET01012,ORD0011541,28/09/2024,Size Issue,288,Vodafone Cash,Refunded
RET01013,ORD0011543,22/06/2024,Changed Mind,204,Credit Card,Refunded
RET01014,ORD0011546,06/12/2024,Quality Issue,12771,Fawry,Pending
RET01015,ORD0011573,24/05/2023,Changed Mind,6336,InstaPay,Rejected
RET01016,ORD0011575,28/01/2023,Quality Issue,17700,Vodafone Cash,Refunded
RET01017,ORD0011581,26/03/2024,Quality Issue,2822,Fawry,Refunded
RET01018,ORD0011591,08/09/2022,Defective Product,760,Debit Card,Refunded
RET01019,ORD0011603,21/04/2022,Size Issue,14788,Cash,Refunded
RET01020,ORD0011625,03/05/2023,Duplicate Order,1050,Vodafone Cash,Refunded
RET01021,ORD0011668,07/08/2024,Wrong Item Delivered,1612,Cash,Refunded
RET01022,ORD0011678,17/06/2022,Size Issue,2613,Credit Card,Refunded
RET01023,ORD0011682,29/10/2022,Duplicate Order,127.5,InstaPay,Refunded
RET01024,ORD0011685,25/12/2024,Quality Issue,900,Cash,Refunded
RET01025,ORD0011687,29/12/2022,Defective Product,970.5,InstaPay,Refunded
RET01026,ORD0011696,22/08/2022,Size Issue,3930,Vodafone Cash,Rejected
RET01027,ORD0011703,08/12/2022,Changed Mind,318.5,Vodafone Cash,Refunded
RET01028,ORD0011733,18/09/2023,Wrong Item Delivered,774,Credit Card,Refunded
RET01029,ORD0011739,18/02/2022,Size Issue,800,Credit Card,Refunded
RET01030,ORD0011743,16/08/2024,Defective Product,1322.5,Debit Card,Refunded
RET01031,ORD0011744,17/03/2023,Changed Mind,5250,Credit Card,Rejected
RET01032,ORD0011760,29/07/2023,Defective Product,480,Credit Card,Refunded
RET01033,ORD0011776,02/04/2022,Size Issue,2212.5,Cash,Refunded
RET01034,ORD0011784,11/08/2022,Changed Mind,8455,Credit Card,Refunded
RET01035,ORD0011793,06/09/2023,Changed Mind,2953,Debit Card,Refunded
RET01036,ORD0011811,06/03/2023,Wrong Item Delivered,1267,Cash,Refunded
RET01037,ORD0011815,10/04/2024,Changed Mind,1135,Cash,Refunded
RET01038,ORD0011829,27/04/2022,Size Issue,460,Fawry,Refunded
RET01039,ORD0011830,24/01/2024,Quality Issue,1962,InstaPay,Refunded
RET01040,ORD0011834,28/09/2024,Duplicate Order,3582.5,Fawry,Pending
RET01041,ORD0011837,26/05/2023,Size Issue,720,Cash,Refunded
RET01042,ORD0011845,18/02/2022,Wrong Item Delivered,741,Vodafone Cash,Refunded
